Temperature: 30, Humidity: 76, Log Data: Temperature: 30, Humidity: 76, Time: 2024-11-10 23:38:21
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:18:59
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:04
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:08
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:13
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:17
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:22
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:26
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:33
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:37
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:42
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:46
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:51
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:19:56
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:00
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:05
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:09
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:14
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:18
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:23
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:31
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:37
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:42
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:46
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:51
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:20:55
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:00
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:04
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:09
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:13
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:18
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:22
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:27
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:31
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:36
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:40
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:45
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:49
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:54
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:21:58
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:03
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:07
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:12
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:16
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:21
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:26
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:30
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:35
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:39
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:44
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:48
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:53
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:22:57
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:02
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:06
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:11
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:15
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:20
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:25
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:29
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:34
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:38
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:43
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:47
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:52
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:23:59
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:06
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:11
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:15
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:20
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:24
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:29
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:33
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:38
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:42
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:47
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:51
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:24:56
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:00
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:05
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:09
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:14
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:18
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:23
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:27
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:32
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:36
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:41
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:46
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:50
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:55
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:25:59
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:04
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:08
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:13
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:17
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:22
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:26
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:34
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:38
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:43
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:47
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:52
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:26:56
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:01
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:05
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:10
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:14
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:18
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:23
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:28
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:32
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:37
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:41
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:46
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:50
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:55
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:27:59
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:04
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:09
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:13
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:18
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:22
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:26
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:31
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:36
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:40
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:45
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:49
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:54
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:28:58
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:03
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:07
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:12
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:19
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:24
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:28
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:32
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:37
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:42
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:46
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:51
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:29:55
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:00
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:04
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:09
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:13
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:18
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:22
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:27
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:31
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:36
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:40
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:45
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:49
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:54
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:30:59
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:03
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:08
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:12
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:17
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:21
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:26
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:30
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:35
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:39
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:44
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:48
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:53
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:31:57
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:02
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:06
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:11
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:15
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:20
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:25
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:29
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:34
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:38
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:43
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:47
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:52
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:32:56
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:00
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:05
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:09
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:16
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:21
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:26
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:30
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:35
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:39
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:44
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:48
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:53
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:33:57
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:02
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:09
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:14
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:18
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:22
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:27
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:31
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:36
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:40
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:45
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:49
Temperature: 29, Humidity: 75, Log Data: Temperature: 29, Humidity: 75, Time: 2024-11-18 01:34:54
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:34:59
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:35:03
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:35:08
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:35:12
Temperature: 29, Humidity: 75, Log Data: Temperature: 29, Humidity: 75, Time: 2024-11-18 01:35:17
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:35:21
Temperature: 29, Humidity: 75, Log Data: Temperature: 29, Humidity: 75, Time: 2024-11-18 01:35:25
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:35:30
Temperature: 29, Humidity: 75, Log Data: Temperature: 29, Humidity: 75, Time: 2024-11-18 01:35:34
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:35:39
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:35:43
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:35:48
Temperature: 29, Humidity: 75, Log Data: Temperature: 29, Humidity: 75, Time: 2024-11-18 01:35:53
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:35:57
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:02
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:06
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:11
Temperature: 29, Humidity: 75, Log Data: Temperature: 29, Humidity: 75, Time: 2024-11-18 01:36:18
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:23
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:28
Temperature: 29, Humidity: 75, Log Data: Temperature: 29, Humidity: 75, Time: 2024-11-18 01:36:32
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:37
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:41
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:46
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:50
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:55
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:36:59
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:37:04
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:37:08
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:37:13
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:37:17
Temperature: 29, Humidity: 75, Log Data: Temperature: 29, Humidity: 75, Time: 2024-11-18 01:37:22
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:37:26
Temperature: 29, Humidity: 75, Log Data: Temperature: 29, Humidity: 75, Time: 2024-11-18 01:37:31
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:37:35
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:37:43
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:37:47
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:37:52
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:37:56
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:01
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:08
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:13
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:17
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:22
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:26
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:31
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:35
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:40
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:47
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:52
Temperature: 29, Humidity: 74, Log Data: Temperature: 29, Humidity: 74, Time: 2024-11-18 01:38:56
